Fondsposition per,"02.Feb.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"INSM","INSMED INC","Gesundheitsversorgung","Aktien","3.353.376,44","0,04","3.353.376,44","21.778,00","153,98","Vereinigte Staaten","NASDAQ","USD"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Aktien","3.350.354,78","0,04","3.350.354,78","22.874,00","146,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WEC","WEC ENERGY GROUP INC","Versorger","Aktien","3.347.593,68","0,04","3.347.593,68","30.477,00","109,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXPN","EXPERIAN PLC","Industrie","Aktien","3.341.050,36","0,04","3.341.050,36","89.478,00","37,34","Vereinigtes Königreich","London Stock Exchange","GBP"
"XYL","XYLEM INC","Industrie","Aktien","3.323.129,16","0,04","3.323.129,16","23.757,00","139,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"POLI","BANK HAPOALIM BM","Financials","Aktien","3.322.971,82","0,04","3.322.971,82","132.209,00","25,13","Israel","Tel Aviv Stock Exchange","ILS"
"5803","FUJIKURA LTD","Industrie","Aktien","3.316.910,23","0,04","3.316.910,23","26.000,00","127,57","Japan","Tokyo Stock Exchange","JPY"
"XYZ","BLOCK INC CLASS A","Financials","Aktien","3.314.268,80","0,04","3.314.268,80","54.872,00","60,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Aktien","3.304.825,44","0,04","3.304.825,44","1.993,00","1.658,22","Kanada","Toronto Stock Exchange","CAD"
"ULTA","ULTA BEAUTY INC","Zyklische Konsumgüter ","Aktien","3.301.227,20","0,04","3.301.227,20","4.960,00","665,57","Vereinigte Staaten","NASDAQ","USD"
"RKLB","ROCKET LAB CORP","Industrie","Aktien","3.296.857,30","0,04","3.296.857,30","44.462,00","74,15","Vereinigte Staaten","NASDAQ","USD"
"DOV","DOVER CORP","Industrie","Aktien","3.293.070,88","0,04","3.293.070,88","15.884,00","207,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BMW","BMW AG","Zyklische Konsumgüter ","Aktien","3.287.524,70","0,04","3.287.524,70","31.681,00","103,77","Deutschland","Xetra","EUR"
"VWS","VESTAS WIND SYSTEMS","Industrie","Aktien","3.272.809,78","0,04","3.272.809,78","106.410,00","30,76","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"8801","MITSUI FUDOSAN LTD","Immobilien","Aktien","3.270.814,20","0,04","3.270.814,20","288.000,00","11,36","Japan","Tokyo Stock Exchange","JPY"
"4568","DAIICHI SANKYO LTD","Gesundheitsversorgung","Aktien","3.269.177,77","0,04","3.269.177,77","174.500,00","18,73","Japan","Tokyo Stock Exchange","JPY"
"WDS","WOODSIDE ENERGY GROUP LTD","Energie","Aktien","3.266.917,31","0,04","3.266.917,31","188.880,00","17,30","Australien","Asx - All Markets","AUD"
"ERIC B","ERICSSON B","IT","Aktien","3.257.575,81","0,04","3.257.575,81","296.532,00","10,99","Schweden","Nasdaq Omx Nordic","SEK"
"EQT","EQT CORP","Energie","Aktien","3.251.876,25","0,04","3.251.876,25","59.395,00","54,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DG","DOLLAR GENERAL CORP","Nichtzyklische Konsumgüter","Aktien","3.238.016,13","0,04","3.238.016,13","22.563,00","143,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AMS","AMADEUS IT GROUP SA","Zyklische Konsumgüter ","Aktien","3.236.471,80","0,04","3.236.471,80","47.683,00","67,87","Spanien","Bolsa De Madrid","EUR"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Aktien","3.228.269,44","0,04","3.228.269,44","12.232,00","263,92","Vereinigte Staaten","Cboe BZX","USD"
"VRSK","VERISK ANALYTICS INC","Industrie","Aktien","3.226.169,75","0,04","3.226.169,75","15.065,00","214,15","Vereinigte Staaten","NASDAQ","USD"
"ADS","ADIDAS N AG","Zyklische Konsumgüter ","Aktien","3.211.457,69","0,04","3.211.457,69","18.138,00","177,06","Deutschland","Xetra","EUR"
"GALD","GALDERMA GROUP N AG","Gesundheitsversorgung","Aktien","3.210.247,55","0,04","3.210.247,55","17.070,00","188,06","Schweiz","SIX Swiss Exchange","CHF"
"SDZ","SANDOZ GROUP AG","Gesundheitsversorgung","Aktien","3.196.429,48","0,04","3.196.429,48","40.785,00","78,37","Schweiz","SIX Swiss Exchange","CHF"
"6367","DAIKIN INDUSTRIES LTD","Industrie","Aktien","3.173.277,66","0,04","3.173.277,66","26.000,00","122,05","Japan","Tokyo Stock Exchange","JPY"
"IMB","IMPERIAL BRANDS PLC","Nichtzyklische Konsumgüter","Aktien","3.150.500,62","0,04","3.150.500,62","75.012,00","42,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"NRG","NRG ENERGY INC","Versorger","Aktien","3.150.694,30","0,04","3.150.694,30","21.130,00","149,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CBK","COMMERZBANK AG","Financials","Aktien","3.109.116,17","0,04","3.109.116,17","74.146,00","41,93","Deutschland","Xetra","EUR"
"NTRS","NORTHERN TRUST CORP","Financials","Aktien","3.096.232,02","0,04","3.096.232,02","20.421,00","151,62","Vereinigte Staaten","NASDAQ","USD"
"LUMI","BANK LEUMI LE ISRAEL","Financials","Aktien","3.094.573,96","0,04","3.094.573,96","127.591,00","24,25","Israel","Tel Aviv Stock Exchange","ILS"
"AHT","ASHTEAD GROUP PLC","Industrie","Aktien","3.084.349,41","0,04","3.084.349,41","46.957,00","65,68","Vereinigtes Königreich","London Stock Exchange","GBP"
"HAL","HALLIBURTON","Energie","Aktien","3.076.203,83","0,04","3.076.203,83","93.701,00","32,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KBC","KBC GROEP","Financials","Aktien","3.075.079,91","0,04","3.075.079,91","21.314,00","144,28","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"7751","CANON INC","IT","Aktien","3.068.916,65","0,04","3.068.916,65","100.200,00","30,63","Japan","Tokyo Stock Exchange","JPY"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Aktien","3.059.556,56","0,03","3.059.556,56","54.557,00","56,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VEEV","VEEVA SYSTEMS INC CLASS A","Gesundheitsversorgung","Aktien","3.040.082,50","0,03","3.040.082,50","14.950,00","203,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RYA","RYANAIR HOLDINGS PLC","Industrie","Aktien","3.020.601,52","0,03","3.020.601,52","87.755,00","34,42","Irland","Irish Stock Exchange - All Market","EUR"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Aktien","3.009.887,34","0,03","3.009.887,34","7.998,00","376,33","Vereinigte Staaten","NASDAQ","USD"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Aktien","3.005.062,47","0,03","3.005.062,47","347.300,00","8,65","Japan","Tokyo Stock Exchange","JPY"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Aktien","2.997.980,09","0,03","2.997.980,09","9.469,00","316,61","Vereinigte Staaten","NASDAQ","USD"
"VICI","VICI PPTYS INC","Immobilien","Aktien","2.987.100,35","0,03","2.987.100,35","106.873,00","27,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SIKA","SIKA AG","Materialien","Aktien","2.984.943,20","0,03","2.984.943,20","15.539,00","192,09","Schweiz","SIX Swiss Exchange","CHF"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Aktien","2.978.760,36","0,03","2.978.760,36","45.926,00","64,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9432","NTT INC","Kommunikation","Aktien","2.971.989,08","0,03","2.971.989,08","2.962.000,00","1,00","Japan","Tokyo Stock Exchange","JPY"
"NTRA","NATERA INC","Gesundheitsversorgung","Aktien","2.972.177,10","0,03","2.972.177,10","12.861,00","231,10","Vereinigte Staaten","NASDAQ","USD"
"AMRZ","AMRIZE AG","Materialien","Aktien","2.937.058,26","0,03","2.937.058,26","55.479,00","52,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AEE","AMEREN CORP","Versorger","Aktien","2.917.990,40","0,03","2.917.990,40","28.496,00","102,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MTD","METTLER TOLEDO INC","Gesundheitsversorgung","Aktien","2.916.709,05","0,03","2.916.709,05","2.105,00","1.385,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EL","ESTEE LAUDER INC CLASS A","Nichtzyklische Konsumgüter","Aktien","2.916.745,60","0,03","2.916.745,60","24.560,00","118,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Aktien","2.915.981,58","0,03","2.915.981,58","2.178,00","1.338,83","Schweiz","SIX Swiss Exchange","CHF"
"8802","MITSUBISHI ESTATE CO LTD","Immobilien","Aktien","2.913.112,57","0,03","2.913.112,57","115.600,00","25,20","Japan","Tokyo Stock Exchange","JPY"
"LDO","LEONARDO FINMECCANICA SPA","Industrie","Aktien","2.912.579,76","0,03","2.912.579,76","44.138,00","65,99","Italien","Borsa Italiana","EUR"
"FLUT","FLUTTER ENTERTAINMENT PLC","Zyklische Konsumgüter ","Aktien","2.884.227,48","0,03","2.884.227,48","17.748,00","162,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SYF","SYNCHRONY FINANCIAL","Financials","Aktien","2.850.517,44","0,03","2.850.517,44","38.772,00","73,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AVB","AVALONBAY COMMUNITIES REIT INC","Immobilien","Aktien","2.850.352,56","0,03","2.850.352,56","16.258,00","175,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HSY","HERSHEY FOODS","Nichtzyklische Konsumgüter","Aktien","2.848.571,86","0,03","2.848.571,86","14.386,00","198,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PPL","PPL CORP","Versorger","Aktien","2.843.570,70","0,03","2.843.570,70","79.385,00","35,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MTX","MTU AERO ENGINES HOLDING AG","Industrie","Aktien","2.843.798,11","0,03","2.843.798,11","6.402,00","444,21","Deutschland","Xetra","EUR"
"CVE","CENOVUS ENERGY INC","Energie","Aktien","2.843.257,90","0,03","2.843.257,90","146.408,00","19,42","Kanada","Toronto Stock Exchange","CAD"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Financials","Aktien","2.838.549,12","0,03","2.838.549,12","177.981,00","15,95","Schweden","Nasdaq Omx Nordic","SEK"
"EXR","EXTRA SPACE STORAGE REIT INC","Immobilien","Aktien","2.833.116,00","0,03","2.833.116,00","20.955,00","135,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AWK","AMERICAN WATER WORKS INC","Versorger","Aktien","2.831.244,33","0,03","2.831.244,33","22.369,00","126,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SAMPO","SAMPO CLASS A","Financials","Aktien","2.831.220,30","0,03","2.831.220,30","252.627,00","11,21","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"EXE","EXPAND ENERGY CORP","Energie","Aktien","2.825.782,56","0,03","2.825.782,56","26.424,00","106,94","Vereinigte Staaten","NASDAQ","USD"
"5802","SUMITOMO ELECTRIC INDUSTRIES LTD","Zyklische Konsumgüter ","Aktien","2.810.324,07","0,03","2.810.324,07","64.300,00","43,71","Japan","Tokyo Stock Exchange","JPY"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Kommunikation","Aktien","2.807.428,64","0,03","2.807.428,64","770.500,00","3,64","Singapur","Singapore Exchange","SGD"
"FANG","DIAMONDBACK ENERGY INC","Energie","Aktien","2.799.837,36","0,03","2.799.837,36","17.649,00","158,64","Vereinigte Staaten","NASDAQ","USD"
"HO","THALES SA","Industrie","Aktien","2.791.131,02","0,03","2.791.131,02","9.210,00","303,06","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MDB","MONGODB INC CLASS A","IT","Aktien","2.789.509,80","0,03","2.789.509,80","7.485,00","372,68","Vereinigte Staaten","NASDAQ","USD"
"TDY","TELEDYNE TECHNOLOGIES INC","IT","Aktien","2.781.611,28","0,03","2.781.611,28","4.536,00","613,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NST","NORTHERN STAR RESOURCES LTD","Materialien","Aktien","2.779.248,08","0,03","2.779.248,08","150.476,00","18,47","Australien","Asx - All Markets","AUD"
"GIS","GENERAL MILLS INC","Nichtzyklische Konsumgüter","Aktien","2.776.250,72","0,03","2.776.250,72","60.856,00","45,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TPR","TAPESTRY INC","Zyklische Konsumgüter ","Aktien","2.776.364,37","0,03","2.776.364,37","21.411,00","129,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATCO B","ATLAS COPCO CLASS B","Industrie","Aktien","2.775.170,65","0,03","2.775.170,65","152.938,00","18,15","Schweden","Nasdaq Omx Nordic","SEK"
"8267","AEON LTD","Nichtzyklische Konsumgüter","Aktien","2.766.340,13","0,03","2.766.340,13","198.000,00","13,97","Japan","Tokyo Stock Exchange","JPY"
"A5G","AIB GROUP PLC","Financials","Aktien","2.762.504,79","0,03","2.762.504,79","240.523,00","11,49","Irland","Irish Stock Exchange - All Market","EUR"
"L","LOBLAW COMPANIES LTD","Nichtzyklische Konsumgüter","Aktien","2.755.759,98","0,03","2.755.759,98","59.968,00","45,95","Kanada","Toronto Stock Exchange","CAD"
"UMG","UNIVERSAL MUSIC GROUP NV","Kommunikation","Aktien","2.754.950,54","0,03","2.754.950,54","113.357,00","24,30","Niederlande","Euronext Amsterdam","EUR"
"FTS","FORTIS INC","Versorger","Aktien","2.752.469,79","0,03","2.752.469,79","52.321,00","52,61","Kanada","Toronto Stock Exchange","CAD"
"4578","OTSUKA HOLDINGS LTD","Gesundheitsversorgung","Aktien","2.739.206,68","0,03","2.739.206,68","46.200,00","59,29","Japan","Tokyo Stock Exchange","JPY"
"DXCM","DEXCOM INC","Gesundheitsversorgung","Aktien","2.739.748,22","0,03","2.739.748,22","37.774,00","72,53","Vereinigte Staaten","NASDAQ","USD"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrie","Aktien","2.737.562,49","0,03","2.737.562,49","56.103,00","48,80","Deutschland","Xetra","EUR"
"ON","ON SEMICONDUCTOR CORP","IT","Aktien","2.737.162,05","0,03","2.737.162,05","44.485,00","61,53","Vereinigte Staaten","NASDAQ","USD"
"FMG","FORTESCUE LTD","Materialien","Aktien","2.733.230,81","0,03","2.733.230,81","185.854,00","14,71","Australien","Asx - All Markets","AUD"
"GBP","GBP CASH","Cash und/oder Derivate","Geldmarkt","2.732.506,97","0,03","2.732.506,97","2.005.142,00","136,28","Vereinigtes Königreich","-","GBP"
"8630","SOMPO HOLDINGS INC","Financials","Aktien","2.731.840,05","0,03","2.731.840,05","79.700,00","34,28","Japan","Tokyo Stock Exchange","JPY"
"HPE","HEWLETT PACKARD ENTERPRISE","IT","Aktien","2.727.809,35","0,03","2.727.809,35","123.935,00","22,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6723","RENESAS ELECTRONICS CORP","IT","Aktien","2.728.124,94","0,03","2.728.124,94","173.100,00","15,76","Japan","Tokyo Stock Exchange","JPY"
"GEBN","GEBERIT AG","Industrie","Aktien","2.722.849,10","0,03","2.722.849,10","3.577,00","761,21","Schweiz","SIX Swiss Exchange","CHF"
"6902","DENSO CORP","Zyklische Konsumgüter ","Aktien","2.720.379,64","0,03","2.720.379,64","196.700,00","13,83","Japan","Tokyo Stock Exchange","JPY"
"IRM","IRON MOUNTAIN INC","Immobilien","Aktien","2.677.145,38","0,03","2.677.145,38","29.939,00","89,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CSGP","COSTAR GROUP INC","Immobilien","Aktien","2.669.650,48","0,03","2.669.650,48","43.636,00","61,18","Vereinigte Staaten","NASDAQ","USD"
"STZ","CONSTELLATION BRANDS INC CLASS A","Nichtzyklische Konsumgüter","Aktien","2.667.701,08","0,03","2.667.701,08","17.138,00","155,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MKL","MARKEL GROUP INC","Financials","Aktien","2.656.390,94","0,03","2.656.390,94","1.306,00","2.033,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VOD","VODAFONE GROUP PLC","Kommunikation","Aktien","2.653.018,13","0,03","2.653.018,13","1.781.979,00","1,49","Vereinigtes Königreich","London Stock Exchange","GBP"
"STE","STERIS","Gesundheitsversorgung","Aktien","2.651.119,92","0,03","2.651.119,92","10.033,00","264,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DNB","DNB BANK","Financials","Aktien","2.650.408,65","0,03","2.650.408,65","91.658,00","28,92","Norwegen","Oslo Bors Asa","NOK"
"PHIA","KONINKLIJKE PHILIPS NV","Gesundheitsversorgung","Aktien","2.649.273,62","0,03","2.649.273,62","92.190,00","28,74","Niederlande","Euronext Amsterdam","EUR"
"AENA","AENA SME SA","Industrie","Aktien","2.647.749,97","0,03","2.647.749,97","85.020,00","31,14","Spanien","Bolsa De Madrid","EUR"
"WSM","WILLIAMS SONOMA INC","Zyklische Konsumgüter ","Aktien","2.643.270,50","0,03","2.643.270,50","12.350,00","214,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TSCO","TRACTOR SUPPLY","Zyklische Konsumgüter ","Aktien","2.640.258,30","0,03","2.640.258,30","49.835,00","52,98","Vereinigte Staaten","NASDAQ","USD"
"LH","LABCORP HOLDINGS INC","Gesundheitsversorgung","Aktien","2.632.084,02","0,03","2.632.084,02","9.738,00","270,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AV.","AVIVA PLC","Financials","Aktien","2.627.880,05","0,03","2.627.880,05","296.034,00","8,88","Vereinigtes Königreich","London Stock Exchange","GBP"
"REP","REPSOL SA","Energie","Aktien","2.623.422,04","0,03","2.623.422,04","135.987,00","19,29","Spanien","Bolsa De Madrid","EUR"
"DTE","DTE ENERGY","Versorger","Aktien","2.620.050,30","0,03","2.620.050,30","19.710,00","132,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PHM","PULTEGROUP INC","Zyklische Konsumgüter ","Aktien","2.617.260,79","0,03","2.617.260,79","20.597,00","127,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","IT","Aktien","2.614.985,53","0,03","2.614.985,53","28.159,00","92,86","Vereinigte Staaten","NASDAQ","USD"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrie","Aktien","2.612.458,50","0,03","2.612.458,50","13.161,00","198,50","Vereinigte Staaten","NASDAQ","USD"
"EIX","EDISON INTERNATIONAL","Versorger","Aktien","2.600.707,50","0,03","2.600.707,50","42.810,00","60,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Zyklische Konsumgüter ","Aktien","2.601.365,32","0,03","2.601.365,32","21.470,00","121,16","Deutschland","Xetra","EUR"
"PPG","PPG INDUSTRIES INC","Materialien","Aktien","2.596.941,54","0,03","2.596.941,54","22.299,00","116,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LDOS","LEIDOS HOLDINGS INC","Industrie","Aktien","2.586.490,20","0,03","2.586.490,20","13.755,00","188,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LYV","LIVE NATION ENTERTAINMENT INC","Kommunikation","Aktien","2.582.715,42","0,03","2.582.715,42","17.943,00","143,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"POW","POWER CORPORATION OF CANADA","Financials","Aktien","2.582.932,21","0,03","2.582.932,21","51.121,00","50,53","Kanada","Toronto Stock Exchange","CAD"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Aktien","2.578.349,64","0,03","2.578.349,64","144.203,00","17,88","Vereinigte Staaten","NASDAQ","USD"
"AER","AERCAP HOLDINGS NV","Industrie","Aktien","2.577.250,20","0,03","2.577.250,20","17.735,00","145,32","Niederlande","New York Stock Exchange Inc.","USD"
"16","SUN HUNG KAI PROPERTIES LTD","Immobilien","Aktien","2.577.587,57","0,03","2.577.587,57","167.330,00","15,40","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"JPY","JPY CASH","Cash und/oder Derivate","Geldmarkt","2.570.710,26","0,03","2.570.710,26","400.195.319,00","0,64","Japan","-","JPY"
"LEN","LENNAR A CORP CLASS A","Zyklische Konsumgüter ","Aktien","2.565.830,40","0,03","2.565.830,40","23.583,00","108,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CNP","CENTERPOINT ENERGY INC","Versorger","Aktien","2.554.226,18","0,03","2.554.226,18","64.861,00","39,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WSP","WSP GLOBAL INC","Industrie","Aktien","2.553.686,01","0,03","2.553.686,01","12.928,00","197,53","Kanada","Toronto Stock Exchange","CAD"
"FE","FIRSTENERGY CORP","Versorger","Aktien","2.551.416,03","0,03","2.551.416,03","54.297,00","46,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STLD","STEEL DYNAMICS INC","Materialien","Aktien","2.550.325,05","0,03","2.550.325,05","13.671,00","186,55","Vereinigte Staaten","NASDAQ","USD"
"TROW","T ROWE PRICE GROUP INC","Financials","Aktien","2.550.534,75","0,03","2.550.534,75","23.915,00","106,65","Vereinigte Staaten","NASDAQ","USD"
"NN","NN GROUP NV","Financials","Aktien","2.549.710,15","0,03","2.549.710,15","31.882,00","79,97","Niederlande","Euronext Amsterdam","EUR"
"EFX","EQUIFAX INC","Industrie","Aktien","2.544.795,09","0,03","2.544.795,09","12.777,00","199,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
